root_id,primary_type,class,nt_type,group,output_neuropils
720575940612734066,CB.FBTF0,CX,DA,FB,CRE_R|FB|NO|SMP_R
720575940612755618,PAM07,DAN,DA,CRE.MB_ML,CRE_R|MB_ML_R|SMP_R
720575940612802479,PAM04,DAN,DA,MB_ML,CRE_L|MB_ML_L|MB_ML_R
720575940612857878,PAM08,DAN,DA,SMP.CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_L
720575940612920999,PAM11,DAN,DA,FB.MB_VL,CRE_L|CRE_R|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R
720575940612955107,BM_InOm,mechanosensory,DA,GNG,GNG
720575940613142514,PDt,optic_lobe_intrinsic,DA,ME,ME_L
720575940613155490,PAM04,DAN,DA,SMP.MB_ML,EB|MB_ML_L|MB_ML_R
720575940613301471,PFNm,CX,DA,NO,FB|NO
720575940613338152,PAM04,DAN,DA,SLP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940613403042,PFNm,CX,DA,NO,FB|NO
720575940613426838,PAM11,DAN,DA,MB_ML,CRE_R|MB_ML_L|MB_ML_R|MB_PED_R|MB_VL_L|MB_VL_R|SMP_L
720575940613552018,PFNm,CX,DA,NO,FB|NO
720575940613588246,cL16,,DA,LO,AMMC_R|AVLP_R|CAN_R|EPA_R|GNG|GOR_R|IB_L|IB_R|ICL_R|IPS_R|LAL_R|LH_R|LO_R|MB_PED_R|PLP_R|PVLP_R|SAD|SCL_R|SIP_R|SLP_R|SPS_L|SPS_R|WED_R
720575940613647007,PAM01,DAN,DA,SMP.CRE,CRE_R
720575940613696022,PDt,optic_lobe_intrinsic,DA,ME,ME_L
720575940613732271,PAM02,DAN,DA,MB_ML,MB_ML_L|MB_ML_R
720575940613743569,CB0494,,DA,GNG,GNG|PRW
720575940613782239,BM_InOm,mechanosensory,DA,GNG,GNG
720575940613812963,Lawf2,,DA,ME,ME_L
720575940613825814,CB0461,,DA,GNG,FLA_R|GNG|PRW|SAD|VES_R
720575940613941618,AVLP476,,DA,AVLP,AMMC_L|AVLP_L|EPA_L|GNG|GOR_L|ICL_L|IPS_L|PVLP_L|SPS_L|WED_L
720575940613966498,CB0452,,DA,IPS.SPS,AMMC_R|CAN_R|EPA_R|GNG|IB_L|IB_R|IPS_L|IPS_R|LAL_L|PLP_L|SAD|SPS_L|SPS_R|VES_L|VES_R
720575940614002143,PFNm,CX,DA,NO,FB|NO
720575940614128593,AN_GNG_20,AN,DA,GNG,GNG|UNASGD
720575940614293485,PAM11,DAN,DA,MB_VL,MB_ML_R|MB_PED_R|MB_VL_R
720575940614342038,DNge047,,DA,VES.GNG,AMMC_L|AVLP_L|FLA_L|GNG|IPS_L|SAD|VES_L|WED_L
720575940614629799,PAM09,DAN,DA,MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940614660519,CB0461,,DA,GNG,AL_L|FLA_L|GNG|PRW|SAD|VES_L
720575940614677810,PAM12,DAN,DA,CRE.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940614694517,PPM1202,,DA,WED,IPS_R|LAL_R|PLP_R|SCL_R|WED_R
720575940614775592,PAL01,,DA,SMP,AL_L|AL_R|CRE_L|EB|FB|FLA_L|FLA_R|MB_ML_L|MB_ML_R|MB_VL_L|PRW|SCL_L|SCL_R|SMP_L|SMP_R|UNASGD
720575940614991221,PAM08,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_L
720575940615039272,PDt,optic_lobe_intrinsic,DA,ME,ME_R
720575940615086698,SMP143,,DA,SMP,AOTU_L|AOTU_R|ATL_L|ATL_R|CRE_L|CRE_R|FB|IB_L|ICL_L|MB_PED_L|MB_VL_L|MB_VL_R|SCL_L|SIP_L|SIP_R|SLP_L|SMP_L|SMP_R
720575940615405718,PPL204,DAN,DA,ATL,ATL_L|ATL_R|IB_L|IB_R|PB|PLP_R|SCL_R
720575940615442315,vDeltaA,CX,DA,FB,FB
720575940615607207,DNc01,,DA,SMP.AL,AL_L|AL_R|AMMC_L|ATL_L|AVLP_L|BU_R|CRE_L|CRE_R|EB|FB|FLA_L|FLA_R|GNG|GOR_L|GOR_R|IB_L|IB_R|ICL_L|ICL_R|IPS_L|IPS_R|LH_L|LH_R|LO_L|MB_CA_L|MB_ML_L|MB_ML_R|ME_L|ME_R|NO|PB|PLP_L|PRW|PVLP_L|SAD|SCL_L|SLP_L|SMP_L|SMP_R|SPS_L|SPS_R|UNASGD|VES_L|VES_R
720575940615607975,PAM01,DAN,DA,SMP.MB_ML,MB_ML_L|MB_ML_R
720575940615682246,PAM05,DAN,DA,CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_R
720575940615750562,PPL108,DAN,DA,CRE,CRE_L|CRE_R|LAL_L|LAL_R|MB_ML_L|MB_ML_R|NO|SMP_L|SMP_R|VES_R
720575940615764061,PFR,CX,DA,FB,FB
720575940615816498,PAM13,DAN,DA,SMP.CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940615953202,PPL107,DAN,DA,SMP,CRE_L|MB_CA_L|MB_ML_L|MB_VL_L|SCL_L|SIP_L|SLP_L|SMP_L
720575940616007005,PFNm,CX,DA,NO,NO
720575940616033563,CB0088,,DA,GNG,GNG
720575940616103099,CB1444,,DA,SCL.AVLP,AVLP_L|AVLP_R|EPA_L|EPA_R|GOR_L|GOR_R|IB_R|ICL_L|ICL_R|MB_CA_R|MB_PED_R|PLP_R|PVLP_L|PVLP_R|SCL_L|SCL_R|SLP_R
720575940616118634,PDt,optic_lobe_intrinsic,DA,ME,ME_R
720575940616299348,PFNm,CX,DA,NO,FB|NO
720575940616312949,PAM06,DAN,DA,SMP.MB_ML,CRE_R|EB|MB_ML_L|MB_ML_R
720575940616361302,BM_InOm,mechanosensory,DA,GNG,GNG
720575940616393814,BM_InOm,mechanosensory,DA,GNG,GNG
720575940616643924,PAM12,DAN,DA,MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940616682838,PAM06,DAN,DA,SMP.MB_ML,EB|MB_ML_L|MB_ML_R|SMP_R
720575940616882757,PAM11,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R|SIP_L
720575940616986769,PAM08,DAN,DA,SMP.CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940617091890,PPM1203,,DA,AVLP,AVLP_L|GOR_L|IB_L|ICL_L|PLP_L|PVLP_L|SPS_L|WED_L
720575940617095837,BM_InOm,mechanosensory,DA,GNG,GNG
720575940617145561,PAM01,DAN,DA,SMP.MB_ML,CRE_R|MB_ML_L|MB_ML_R
720575940617236667,PFGs,CX,DA,FB,FB
720575940617242841,PAM08,DAN,DA,CRE,CRE_L|CRE_R|MB_ML_R|SMP_R
720575940617290043,DNg86,,DA,GNG,AMMC_R|GNG|SAD|UNASGD|VES_R
720575940617466395,PAM05,DAN,DA,CRE.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940617523416,PFNm,CX,DA,NO,FB|NO
720575940617553809,PAM08,DAN,DA,CRE,CRE_L|MB_ML_L|SMP_L
720575940617607029,cLLP02,,DA,LO,AOTU_R|LOP_R|LO_R|MB_PED_R|PLP_R|PVLP_R|SCL_R|SMP_L|SPS_L|SPS_R|VES_L
720575940617691170,PPL101,DAN,DA,SMP.MB_PED,CRE_L|CRE_R|EB|MB_CA_R|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_R|SCL_L|SCL_R|SIP_R|SMP_R
720575940617701633,PAM09,DAN,DA,MB_ML,MB_ML_L
720575940617903643,PAM08,DAN,DA,SMP.MB_ML,CRE_R|MB_ML_R|SMP_R
720575940618130833,PPL203,DAN,DA,LH,ATL_L|LH_L|MB_CA_L|PLP_L|SCL_L|SLP_L|SMP_L
720575940618203707,DNc02,,DA,FB.LO,AL_R|AME_R|AMMC_R|AVLP_R|CAN_R|EPA_R|FB|FLA_R|GNG|IB_L|IB_R|IPS_R|LH_R|LOP_R|LO_R|MB_ML_L|MB_ML_R|ME_R|NO|PB|PRW|PVLP_R|SAD|SLP_R|SMP_L|SMP_R|SPS_R|UNASGD|VES_R|WED_R
720575940618291549,PDt,optic_lobe_intrinsic,DA,ME,ME_L
720575940618547641,CB0623,,DA,AVLP,AVLP_L|EPA_L|FLA_L|FLA_R|GNG|GOR_L|GOR_R|LAL_L|PLP_L|PVLP_L|SPS_L|VES_L|WED_L
720575940618649920,OA-ASM3,,DA,SCL.AVLP,AMMC_L|AVLP_L|AVLP_R|FB|FLA_L|GNG|GOR_L|IB_L|IB_R|ICL_L|ICL_R|LAL_L|LH_L|LH_R|MB_PED_L|MB_PED_R|PLP_L|PLP_R|PVLP_L|PVLP_R|SAD|SCL_L|SCL_R|SLP_L|SPS_L|SPS_R|VES_L|WED_L
720575940618669808,BM_InOm,mechanosensory,DA,GNG,GNG
720575940618704043,PFGs,CX,DA,FB,FB|MB_ML_R
720575940618709184,PFNm,CX,DA,NO,FB|IB_R|NO
720575940618744118,PAM01,DAN,DA,SMP.MB_ML,CRE_L|MB_ML_L|SMP_L
720575940618775943,PAM12,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940618842929,PAM09,DAN,DA,MB_PED.MB_CA,CRE_R|ICL_R|MB_CA_R|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R|PLP_L|PLP_R|SCL_R|SIP_R
720575940618910075,PAM06,DAN,DA,SMP.MB_ML,MB_ML_R
720575940618911425,BM_InOm,mechanosensory,DA,GNG,GNG
720575940618943389,PPL106,DAN,DA,MB_VL,MB_VL_L|MB_VL_R|SIP_L|SIP_R|SMP_L|SMP_R
720575940618998644,BM_InOm,mechanosensory,DA,GNG,GNG
720575940619068352,PFNm,CX,DA,NO,FB|NO
720575940619101062,PAM11,DAN,DA,MB_PED.MB_ML,CRE_L|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R|SCL_R
720575940619244248,PAM05,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940619245016,PPL107,DAN,DA,SMP,AOTU_R|CRE_R|MB_ML_R|MB_VL_R|SIP_R|SLP_R|SMP_R
720575940619251416,PAM08,DAN,DA,CRE.MB_ML,CRE_L|MB_ML_L
720575940619295623,BM_InOm,mechanosensory,DA,GNG,GNG
720575940619299054,PAM08,DAN,DA,SMP.CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_L|SMP_R
720575940619301185,PAM14,DAN,DA,CRE.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940619402576,PAM07,DAN,DA,CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R|MB_VL_R|SMP_R
720575940619498337,BM_InOm,mechanosensory,DA,GNG,GNG
720575940619506993,PAM05,DAN,DA,MB_ML,CRE_L|CRE_R|EB|MB_ML_L|MB_ML_R
720575940619676224,PPL202,DAN,DA,LH,AVLP_R|CRE_R|IB_R|ICL_R|LH_R|MB_CA_R|PLP_R|PVLP_R|SCL_R|SIP_R|SLP_R|SMP_R|SPS_R
720575940619811638,cLLP02,,DA,LO,AOTU_L|FLA_R|GOR_R|IB_R|ICL_L|ICL_R|LOP_L|LO_L|MB_PED_L|PLP_L|SAD|SCL_L|SCL_R|SIP_L|SLP_R|SMP_R|SPS_L|SPS_R|VES_R
720575940619823536,PAM08,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940619845547,ExR2_2,CX,DA,EB.FB,BU_L|BU_R|CRE_L|CRE_R|EB|FB|GA_L|GA_R|ICL_R|IPS_R|LAL_L|LAL_R|MB_ML_R|MB_PED_L|MB_PED_R|WED_R
720575940619893419,PAM09,DAN,DA,FB,FB|ICL_L|MB_ML_L|MB_ML_R
720575940619909652,BM_InOm,mechanosensory,DA,GNG,GNG
720575940619917248,PAM05,DAN,DA,CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940620096171,CB0017,,DA,PRW,FLA_L|FLA_R|GNG|PRW|SAD
720575940620208879,CB3347,,DA,SLP,LH_L|SIP_L|SLP_L|SMP_L
720575940620260800,PAM05,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940620341931,PAM07,DAN,DA,MB_ML.CRE,CRE_R|MB_ML_R|MB_PED_R
720575940620352646,PAM12,DAN,DA,CRE.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940620379233,PAM04,DAN,DA,SLP.MB_ML,CRE_R|MB_ML_L|MB_ML_R
720575940620423533,PAM10,DAN,DA,SLP.MB_ML,CRE_L|MB_ML_L|MB_ML_R
720575940620424813,PAM14,DAN,DA,MB_ML,CRE_R|MB_ML_L|MB_ML_R
720575940620445605,SMPp&v1B_H01,,DA,SCL.PLP,ICL_L|ICL_R|LH_R|MB_CA_L|MB_CA_R|PLP_L|PLP_R|SCL_L|SCL_R|SLP_L|SLP_R|SMP_L|SPS_R
720575940620488513,PAM06,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|EB|MB_ML_L|MB_ML_R|SMP_R
720575940620488539,SLP438,,DA,SLP,IB_R|ICL_R|LH_R|MB_CA_R|PLP_R|PVLP_R|SCL_R|SLP_R|SPS_R
720575940620497217,PAM02,DAN,DA,SMP.MB_ML,MB_ML_L|MB_ML_R
720575940620552308,ExR2_1,CX,DA,EB.GA,BU_R|CRE_L|CRE_R|EB|GA_L|GA_R|IB_L|ICL_L|LAL_L|MB_ML_R|MB_PED_L|NO|SPS_L|WED_L
720575940620576238,PAM10,DAN,DA,SLP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940620585710,PAM06,DAN,DA,CRE.MB_ML,CRE_L|CRE_R|EB|MB_ML_L|MB_ML_R|SMP_L
720575940620681837,PAM14,DAN,DA,MB_ML,CRE_L|MB_ML_L|MB_ML_R
720575940620716897,PAL02,,DA,SMP,MB_VL_L|SMP_L|SMP_R
720575940620812865,PAM14,DAN,DA,MB_ML,CRE_L|MB_ML_L|MB_ML_R|MB_VL_R
720575940620899964,PFNm,CX,DA,NO,FB|NO
720575940620922790,PAM05,DAN,DA,CRE.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940620975696,DPM,MBIN,DA,MB_ML,CRE_L|EB|ICL_L|LAL_L|MB_ML_L|MB_PED_L|MB_VL_L|PLP_L|SCL_L|SIP_L|SMP_L
720575940621038294,ATL032,,DA,ATL,ATL_L|ATL_R|IB_L|IB_R|PB|SMP_L|SMP_R
720575940621040737,PPL101,DAN,DA,SMP.MB_PED,CRE_L|CRE_R|ICL_L|MB_CA_L|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R|SCL_L|SCL_R|SIP_L|SMP_L
720575940621062126,MeTu2b,,DA,ME.AOTU,AOTU_R|ME_R|SLP_R
720575940621072816,PAM12,DAN,DA,CRE.MB_ML,CRE_L|MB_ML_L|SMP_L
720575940621082996,PAM06,DAN,DA,CRE.MB_ML,MB_ML_L|MB_ML_R
720575940621136519,PAM11,DAN,DA,MB_ML,CRE_L|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R
720575940621166256,PAM12,DAN,DA,SMP.MB_ML,CRE_L|MB_ML_L|MB_ML_R
720575940621216982,PAM08,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_R
720575940621226405,PPL201,DAN,DA,LH.SLP,CRE_L|ICL_L|LH_L|MB_CA_L|PLP_L|SCL_L|SIP_L|SLP_L|SMP_L
720575940621245124,PAM01,DAN,DA,SMP.MB_ML,CRE_L|MB_ML_L|SMP_L
720575940621284446,PAM04,DAN,DA,SLP.MB_ML,MB_ML_L|MB_ML_R
720575940621397253,PAM06,DAN,DA,CRE.MB_ML,EB|MB_ML_L|MB_ML_R
720575940621426300,ATL031,,DA,SPS.IB,ATL_L|ATL_R|IB_L|IB_R|PB|SCL_R|SMP_R|SPS_L|SPS_R
720575940621434145,PAM04,DAN,DA,MB_ML,CRE_L|CRE_R|LAL_L|MB_ML_L|MB_ML_R
720575940621462512,PAM01,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_L|SMP_R
720575940621466817,PDt,optic_lobe_intrinsic,DA,ME,ME_R
720575940621501380,PFNm,CX,DA,NO,NO
720575940621504794,PAM05,DAN,DA,CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940621537023,PFNm,CX,DA,NO,FB|NO
720575940621614435,BM_InOm,mechanosensory,DA,GNG,GNG
720575940621617286,PAM08,DAN,DA,SMP.MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940621684358,SIP087,,DA,SMP.CRE,AL_L|AL_R|CRE_L|CRE_R|EB|LAL_L|LAL_R|MB_ML_L|MB_ML_R|MB_VL_R|SIP_L|SIP_R|SLP_R|SMP_L|SMP_R|VES_L|VES_R
720575940621689727,AVLP532,,DA,AVLP,AVLP_R|GNG|ICL_R|PLP_R|PVLP_R|SAD|SCL_R|SLP_R|UNASGD|WED_R
720575940621712990,ATL042,,DA,IB,ATL_L|ATL_R|CRE_R|IB_L|IB_R|IPS_R|PB|PLP_R|SCL_R|SIP_R|SMP_L|SMP_R|SPS_L|SPS_R
720575940621743905,CB3030,,DA,SLP,LH_R|SIP_R|SLP_R|SMP_R
720575940621768385,CB.FB1H0,CX,DA,FB,CRE_R|FB|GA_R|IB_L|NO|SMP_R
720575940621782381,CB.FB2H0,CX,DA,FB,FB|IB_L|LAL_L|NO
720575940621807599,cLM01,,DA,LO.ME,LO_L|ME_L|PLP_R|SCL_R|SLP_R
720575940621811803,PAM14,DAN,DA,MB_ML,CRE_L|MB_ML_L|MB_ML_R
720575940621825630,PAM11,DAN,DA,MB_VL,MB_ML_L|MB_VL_L
720575940621828534,SMP039,,DA,SMP.AOTU,AOTU_L|AOTU_R|MB_VL_L|SIP_L|SIP_R|SMP_R
720575940621861637,PAM09,DAN,DA,MB_PED,CRE_R|FB|MB_CA_L|MB_CA_R|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R|PLP_L|PLP_R|SCL_R
720575940621875821,OA-VUMx1,,DA,GNG,AL_L|AMMC_L|AMMC_R|AVLP_R|FLA_L|FLA_R|GNG|LAL_L|SAD|VES_L|VES_R|WED_L|WED_R
720575940621900321,PAM05,DAN,DA,MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940621945855,PAM13,DAN,DA,CRE.MB_ML,CRE_L|MB_ML_L|MB_ML_R
720575940621975081,PFR,CX,DA,FB,FB|MB_ML_L
720575940622063948,BM_InOm,mechanosensory,DA,GNG,GNG
720575940622100774,PAM04,DAN,DA,MB_ML,MB_ML_R
720575940622107869,PAM08,DAN,DA,CRE,CRE_L|MB_ML_L
720575940622130058,BM_InOm,mechanosensory,DA,GNG,GNG
720575940622155290,AN_GNG_20,AN,DA,GNG,GNG
720575940622176628,R7,visual,DA,ME,LA_R|ME_R
720575940622212045,BM_InOm,mechanosensory,DA,GNG,GNG
720575940622309726,AVLP476,,DA,AVLP,AMMC_R|ATL_R|AVLP_R|EPA_R|GNG|GOR_R|ICL_R|IPS_R|LAL_R|MB_PED_R|PLP_R|PVLP_R|SAD|SPS_R
720575940622334902,ATL043,,DA,ATL,ATL_L|IB_L|ICL_L|LH_L|PB|PLP_L|SCL_L|SLP_L|SPS_L
720575940622338269,PAM08,DAN,DA,SMP.CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R|SMP_R
720575940622384227,PAM08,DAN,DA,CRE.MB_ML,CRE_L|MB_ML_L|SMP_L
720575940622387981,PAM08,DAN,DA,CRE,CRE_L|CRE_R|MB_ML_L|MB_ML_R
720575940622400648,SMP143,,DA,SMP,AOTU_L|AOTU_R|ATL_L|ATL_R|CRE_L|CRE_R|IB_L|ICL_L|MB_PED_L|MB_VL_L|MB_VL_R|SCL_L|SIP_L|SIP_R|SLP_L|SMP_L|SMP_R
720575940622495092,PAM01,DAN,DA,SMP.MB_ML,
720575940622689524,R7,visual,DA,ME,LA_L|ME_L|UNASGD
720575940622701808,PAM11,DAN,DA,MB_ML,CRE_L|CRE_R|MB_ML_L|MB_ML_R|MB_PED_L|MB_PED_R|MB_VL_L|MB_VL_R
720575940622828056,SMP181,,DA,SMP,CRE_L|CRE_R|MB_VL_L|SIP_L|SIP_R|SMP_L|SMP_R
